,bike1,bike101,bike102,bike103,bike104,bike105,bike106,bike107,bike108,bike2,bike201,bike202,bike203,bike204,bike205,bike3,bike4,bike42,bike5,bike501,bike502,bike503,bike504,bike6,bike8,bike9,boat1,boat101,boat102,boat103,boat2,boat201,boat202,boat203,boat22,boat2201,boat2202,boat2203,boat3,boat301,boat302,boat303,boat32,boat3201,boat3202,boat3203,boat4,boat401,boat402,boat403,boat5,boat501,boat502,boat503,boat504,boat505,boat506,boat507,boat508,boat509,boat510,boat6,boat8,boat9,branch3,camp1,camp10,camp101,camp102,camp103,camp104,camp105,camp106,camp107,camp108,camp12,camp13,camp2,camp201,camp202,camp203,camp3,camp301,camp302,camp303,camp304,camp305,camp306,camp4,camp401,camp402,camp403,camp5,camp501,camp502,camp503,camp6,camp601,camp602,camp603,camp604,camp7,camp701,camp702,camp703,camp8,camp9,climb1,climb101,climb102,climb103,climb104,climb105,climb2,climb4,climb5,disk1,disk101,disk102,disk103,disk104,disk105,disk106,disk107,disk108,disk12,disk3,disk4,fish1,fish10,fish101,fish102,fish103,fish2,fish201,fish202,fish203,fish3,fish301,fish302,fish303,fish304,fish305,fish306,fish307,fish308,fish4,fish401,fish402,fish403,fish404,fish405,fish5,fish501,fish502,fish503,fish504,fish505,fish6,fish601,fish602,fish603,fish604,fish7,fish9,foot1,foot101,foot102,foot103,foot104,foot105,foot106,foot2,foot3,foot5,foot6,gard1,gard2,gard3,gard3st,gard4,gard6,gard7,golf1,golf101,golf102,golf103,golf104,golf105,golf106,golf107,golf108,golf109,golf110,golf111,golf2,golf4,golf5,hand1,hand101,hand102,hand103,hand104,hand105,hand106,hand107,hand108,hand109,hand2,hand4,hand5,hik1,hik101,hik102,hik103,hik104,hik105,hik106,hik2,hik201,hik202,hik203,hik204,hik205,hik3,hik301,hik302,hik303,hik304,hik305,hik306,hik307,hik308,hik309,hik310,hik311,hik312,hik4,hik6,hik7,hiweight,idnumber,loweight
2041,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,No,No,,,,,,30,Satisfied,Satisfied,,,,,100,Checked,Not checked,Not checked,110,Checked,Checked,Not checked,,,,,,,,,,,,,11000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,45,Satisfied,Satisfied,At least 18,1100,14,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,10,Not checked,Checked,Not checked,No,Yes,,,,,,,,,,,,,,,,,,,,,,110,Satisfied,Checked,Checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,10,Not checked,Not checked,Checked,Not checked,45,Satisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,20,Satisfied,Satisfied,No,,Yes,,,No public facilities nearby,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,11100,Checked,Checked,Checked,Not checked,Not checked,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Satisfied,Satisfied,275.33,2019.00,1.13
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,100,14,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.95,2067.00,0.57
2043,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,No,No,,,,,,100,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,100,20,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,No,Yes,10,Not checked,Not checked,Not checked,Checked,Not checked,5,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,100,Satisfied,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,10,Not checked,Not checked,Checked,Not checked,30,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,50,Satisfied,Satisfied,6372.09,2020.00,1.29
2044,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,10,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,2,Highly satisfied,Highly dissatisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,No public facilities nearby,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.80,2021.00,0.61
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,10,20,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55,2022.00,1.07
2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Don't know / doesn't apply,Not checked,Checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,10,Not checked,Not checked,Checked,Not checked,,Don't know / doesn't apply,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.59,2251.00,1.06
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,101000,30,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Highly satisfied,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,1000,Checked,Not checked,Not checked,Not checked,,,,,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,30,Satisfied,Highly satisfied,,,,,,,,,,,,,10,Neither satisfied nor dissatisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,30,Neither satisfied nor dissatisfied,100100,Checked,Not checked,Not checked,Checked,Not checked,Not checked,No,2,Satisfied,Satisfied,No,,Yes,,,No public facilities nearby,Dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,130,Highly satisfied,Highly satisfied,2230.80,2023.00,1.74
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,50,Satisfied,Satisfied,At least 18,10,6,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No public facilities nearby,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,50,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,4,No public facilities nearby,No public facilities nearby,4263.58,2024.00,1.07
2049,11110000,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,11100,Checked,Checked,Checked,Not checked,Not checked,No,No,No,,,,,,75,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,101000,25,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,1000,Checked,Not checked,Not checked,Not checked,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,5,Satisfied,,,,,,,,,,,,No,,Yes,,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100,Not checked,Checked,Checked,Checked,Not checked,Not checked,1100,Not checked,Checked,Checked,Not checked,Not checked,10001000000,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,300,Satisfied,Satisfied,2595.42,2025.00,1.36
2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10001000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,15,Satisfied,Satisfied,At least 18,100,7,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,15,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.41,2026.00,1.36
2051,11100000,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,11100,Checked,Checked,Checked,Not checked,Not checked,No,No,No,,,,,,20,Satisfied,Neither satisfied nor dissatisfied,10,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,110,Checked,Checked,Not checked,,,,,,,,,,,,,100011000,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied,At least 18,100,20,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Neither satisfied nor dissatisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,No,No,,,,,,,,,,,,,,,,,,,,,,110,Dissatisfied,Checked,Checked,Not checked,110,Checked,Checked,Not checked,1001100,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Checked,Not checked,40,Satisfied,,,,,,,,,,,,No,,Yes,,,No public facilities nearby,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,11100,Checked,Checked,Checked,Not checked,Not checked,10010100000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied,1097.63,2027.00,1.34
2052,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,No,No,,,,,,10,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035.53,2068.00,1.59
2053,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,365,Satisfied,Satisfied,,,,,10,Not checked,Checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,5,Satisfied,Satisfied,At least 18,101000,,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,1000,Checked,Not checked,Not checked,Not checked,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,110,Checked,Checked,Not checked,11001100,Checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Checked,Not checked,,Satisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.41,2028.00,4.53
2054,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,180,Satisfied,Satisfied,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,45,Satisfied,Satisfied,At least 18,101100,35,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,110,Checked,Checked,Not checked,1000,Checked,Not checked,Not checked,Not checked,100,Checked,Not checked,Not checked,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,15,Satisfied,,,,,,,,,,,,No,,Yes,,,No public facilities nearby,No public facilities nearby,10010000000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,6,Satisfied,Satisfied,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,1001000000,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Satisfied,Satisfied,294.55,2029.00,1.74
2055,11000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,No,No,,,,,,5,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,20,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100,Not checked,Checked,Not checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000010000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied,1188.28,2030.00,1.36
2056,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,No,No,,,,,,30,Highly satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,10,Satisfied,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,1000000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,15,Satisfied,Satisfied,5117.96,2031.00,1.29
2057,11100000,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,11100,Checked,Checked,Checked,Not checked,Not checked,No,No,No,,,,,,20,Satisfied,Satisfied,10,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,110,Checked,Checked,Not checked,,,,,,,,,,,,,1000010000,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied,At least 18,101100,15,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,110,Checked,Checked,Not checked,1000,Checked,Not checked,Not checked,Not checked,1,Not checked,Not checked,Checked,No,No,,,,,,,,,,11001000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied,10,Satisfied,Not checked,Checked,Not checked,110,Checked,Checked,Not checked,11001100,Checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,1100,Checked,Checked,Not checked,Not checked,30,Satisfied,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,1100,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,Don't know / doesn't apply,Don't know / doesn't apply,303.73,2032.00,1.57
2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,2,Satisfied,Satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,2,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.80,2033.00,0.61
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,50,Satisfied,Satisfied,At least 18,10100000,15,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,1000,Checked,Not checked,Not checked,Not checked,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,20,Satisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,2,Satisfied,Satisfied,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Satisfied,Satisfied,262.85,2034.00,0.47
2060,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,30,Highly satisfied,Highly satisfied,,,,,10,Not checked,Checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10001000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,8,Highly satisfied,Highly satisfied,At least 18,100000,10,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,1000,Checked,Not checked,Not checked,Not checked,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,100,Highly satisfied,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,10,Not checked,Not checked,Checked,Not checked,1,Satisfied,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111100,Checked,Checked,Checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,50,Highly satisfied,Highly satisfied,1278.64,2037.00,0.57
2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,20,Highly satisfied,Highly satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Highly satisfied,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,10,Not checked,Not checked,Checked,Not checked,1,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.65,2038.00,1.13
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,30,Highly satisfied,Highly satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.59,2039.00,1.06
2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,7,Satisfied,Satisfied,At least 18,100,9,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.83,2105.00,1.36
2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.35,2140.00,0.56
2065,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,3,Satisfied,Satisfied,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,3,Satisfied,Dissatisfied,At least 18,1000,6,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,10,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,558.83,2040.00,1.36
