,act1,act101,act102,act103,act104,act105,act106,act107,act108,act109,act110,act111,act112,act113,act114,act115,act116,act117,act118,act2,act201,act202,act203,act204,act205,act206,aer1,aer101,aer102,aer103,aer104,aer105,aer106,aer107,aer108,aer109,aer2,aer4,aer5,air2,air5,air6,air7,air8,air9,airact,airact01,airact02,airact03,airact04,airact05,airact06,airact07,airact08,airact09,airgo,bad1,bad101,bad102,bad103,bad104,bad105,bad106,bad107,bad108,bad109,bad2,bad4,bad5,base1,base101,base102,base103,base104,base105,base106,base107,base108,base2,base3,base4,base5,bask1,bask101,bask102,bask103,bask104,bask105,bask106,bask107,bask108,bask109,bask2,bask3,bask5,bask6,beach1,beach101,beach102,beach103,beach104,beach105,beach106,beach107,beach108,beach109,beach110,beach111,beach2,beach4,beach5,bikeact,boat,boat01,boat02,boat03,boat04,boat05,boat06,boat07,boatact,branch1,branch2,campact,cent1,comm1,comm101,comm102,comm103,comm104,comm105,comm106,comm107,comm108,comm109,comm12,comm2,dgprk1,dgprk13,dgprk14,disc,disc01,disc02,disc03,disc04,disc05,discgo,equact,fieldact,fshact,haskid,hiweight,huntact,idnumber,infac,loweight,nat1,natact,natact01,natact02,natact03,natact04,natact05,offact,othact,othact01,othact02,othact03,othact04,othact05,othact06,othact07,othact08,othst,picact,pool1,r1,seepart,sno1,sno2,snoact,snoact01,snoact02,snoact03,snoact04,snoact05,snoact06,snoact07,snoact08,snoact09,snoact10,snoact11,snoice,swim1,swim101,swim102,swim103,swim104,swim105,swim106,swim107,swim108,swim109,swim110,swim111,swim112,swim113,swim114,swim2,swim3,ult1,ult13,ult14,wat1,wat2,wat3,wat4,watact,watact01,watact02,watact03,watact04,watact05,watact06,watact07,watact08,watact09,watact10,watact11,watact12,white1
1891,1100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,Yes,No,262.85,No,1883.00,No,0.47,,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,No,,Picnicking,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1892,10000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000010000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,3,Satisfied,Satisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,601.80,No,1884.00,No,0.47,,1110,Not checked,Checked,Checked,Checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,Yes,3,Picnicking,Yes,,,,,,,,,,,,,,,No,1000001000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Highly satisfied,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1893,110100000000000000,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,Don't know / doesn't apply,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,No,1,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10,,,,,,,,,,,No,No,No,No,No,575.61,No,1885.00,Yes,0.55,,11010,Checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Water activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1894,10000000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,3226.77,No,1886.00,No,0.81,,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Disc-related activit,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1895,1100100000000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,1,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,2035.53,Yes,1887.00,No,1.59,,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,Yes,,Nature activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1896,111101000011100100,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,100000100,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,30,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,12,Satisfied,Highly satisfied,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,12,Dissatisfied,Satisfied,Yes,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,933.00,No,1888.00,No,0.47,6,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,pickle ball,Yes,,Off-roading,Yes,,,,,,,,,,,,,,,No,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Satisfied,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1897,11111100000100000,Not checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,90,Highly satisfied,Highly satisfied,30,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,30,Don't know / doesn't apply,Highly satisfied,Yes,100100,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,2,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,70,,20,No public facilities nearby,No public facilities nearby,,,,,,,No,Yes,No,Yes,No,84.36,Yes,1890.00,Yes,0.44,5,11010,Checked,Checked,Not checked,Checked,Not checked,No,11110000,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,20,Other activities (Pe,Yes,,,,,,,,,,,,,,,No,1001001101000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,110000110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,
1898,11111000000000000,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,2,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,3,,,,,,,,,,,No,No,No,No,No,110.69,No,1891.00,Yes,0.57,4,11000,Checked,Checked,Not checked,Not checked,Not checked,Yes,111000,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,No,Yes,2,Picnicking,Yes,,2,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1899,100110100000000000,Checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,50,Dissatisfied,Neither satisfied nor dissatisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,1,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,5,No,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,Yes,Yes,1188.28,Yes,1892.00,Yes,1.36,,11100,Checked,Checked,Checked,Not checked,Not checked,Yes,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,50,Camping,Yes,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Yes,10011001000000,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Dissatisfied,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1900,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,90.65,No,1893.00,No,0.47,,1,Not checked,Not checked,Not checked,Not checked,Checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,Yes,,Air activities,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1901,10000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,6,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,No,No,575.61,No,1894.00,No,0.55,,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,4,Other activities,Yes,,,,,,,,,,,,,,,No,1000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Dissatisfied,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1902,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,2848.51,No,1895.00,No,0.58,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Off-roading,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1903,10000000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,156,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,1914.86,No,1930.00,No,1.43,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Other activities (Pe,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,
1904,10010000000000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,275,Don't know / doesn't apply,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,2595.42,No,1897.00,No,1.36,,1,Not checked,Not checked,Not checked,Not checked,Checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,No,3,Other activities,No,,,,,,,,,,,,,,,No,1000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Satisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1905,101000010000100,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,200,Satisfied,Satisfied,Yes,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,933.00,No,1898.00,No,0.47,30,1110,Not checked,Checked,Checked,Checked,Not checked,No,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Hunting and shooting,Yes,,,10001000000,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Don't know / doesn't apply,,,,6,,,,10010000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1906,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010000000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,6,Neither satisfied nor dissatisfied,Highly satisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1,,,,,,,,,,,No,No,No,No,No,157.67,No,1899.00,Yes,0.64,,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Snow activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1907,101010000000000000,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,3,Dissatisfied,Dissatisfied,No,,,,,,,,,No,At least 18,At least 18,No,8,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,733.95,No,1900.00,No,0.57,,10110,Checked,Not checked,Checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,skydiving,Yes,2,Air activities,Yes,,,,,,,,,,,,,,,No,10001000100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Satisfied,Dissatisfied,,,,,,2,,110000001000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,
1908,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,277.65,No,1901.00,No,1.13,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,No,,Off-roading,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
