,acc,acc01,acc02,acc03,acc04,acc05,acc06,acc07,age,agecat,anyprk,barrier,barrier2,barrier3,barrier4,branch7,cntyres,disab,disab2,disabst,distprk,distprkx,distpub,distpubx,educate,gender,hiweight,idnumber,income,kdact1,kdact101,kdact102,kdact103,kdact104,kdact105,kdact106,kdact107,kdact108,kdact109,kdact110,kdact111,kdact112,kdact113,kdact114,kdact115,kdact116,kdact117,kdact118,kdact119,kdact2,kdact201,kdact202,kdact203,kdact204,kdact205,kdact206,kdact207,kdact208,kdact209,kdact210,kdact211,kdact212,kdact213,kdact214,kdact215,kdact216,kdact217,kdact218,kdact219,kdact3,kdact301,kdact302,kdact303,kdact304,kdact305,kdact306,kdact307,kdact308,kdact309,kdact310,kdact311,kdact312,kdact313,kdact314,kdact315,kdact316,kdact317,kdact318,kdact319,kiddo,likedo,likest1,likest2,loweight,nomo,nomost1,nomost2,numkid,numres,ownr,plan,planst1,planst2,race,race01,race02,race03,race04,race05,race06,race07,race08,race09,ratewet,ratewtx,region,reside,tab001,tab001a,tab002,tab003,tab004,tab005,tab005a,tab006,tab007,tab007a,tab008,tab009,tab010,tab011,tab011a,tab012,tab013,tab014,tab015,tab015a,tab016,tab017,tab017a,tab018,tab019,tab020,tab022,tab023,tab024,tab025,tab026,tab027,tab028,tab029,tab030,tab030a,tab031,tab032,tab033,tab034,tab035,tab036,tab037,tab038,tab039,tab040,tab041,tab042,tab044,tab045,tab046,tab047,tab048,tab049,tab050,tab051,tab052,tab053,tab054,tab055,tab056,tab057,tab058,tab059,tab060,tab061,tab062,tab063,tab064,tab065,tab066,tab067,tab068,tab070,tab071,tab072,tab073,tab074,tab075,tab076,tab077,tab078,tab079,tab080,tab081,tab082,tab083,tab084,tab085,tab086,tab087,tab088,tab089,tab090,tab091,tab092,tab093,tab094,tab095,tab096,tab097,tab098,tab099,tab100,tab101,tab102,tab103,tab104,typark,typark01,typark02,typark03,typark04,typark05,typark06,viscen,viscen01,viscen02,viscen03,viscen04,viscen05,wetlnd,wetlndst,wsrf1,wsrf101,wsrf102,wsrf103,wsrf2,wsrf4,wsrf5
2309,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,63,55-64 years old,Yes,Yes,areas that are restricted to us,No,,Does not have children,Pacific,,Yes,,6,6-10 miles,10,6-10 miles,Associate's or trade school degree,Female,247.31,2304.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.00,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Coast,Rural area not on a farm or ranch,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2310,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,31,25-34 years old,Yes,Yes,aren't enough,No,,Has children,Okanogan,No,No,,2,2 miles,14,11-15 miles,Master's degree,Female,2318.30,2305.00,"$75,000 or more",1110000100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,11100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000001010000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.69,No,,,2,4,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Rural area not on a farm or ranch,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2311,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,32,25-34 years old,Yes,Yes,Availability of outdoor activities,No,,Has children,Okanogan,No,No,,1,1 mile,5,5 miles,"Some college or trade school, no degree",Male,2595.42,2306.00,"$20,000-$24,999",1011000110010,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,100000000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,Yes,"Be outdoors more, hike more with the family",Time,1.36,Yes,More trail walking and bicycling.,There isn't alot of bike trails available.,4,5,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Rural area not on a farm or ranch,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2312,1100100,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,35,35-44 years old,No,Yes,availability,No,,Has children,Kitsap,No,No,,2,2 miles,10,6-10 miles,High school graduate or equivalent,Male,1836.00,2307.00,"$75,000 or more",1000000110010000010,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1000001000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Yes,No,,,1.75,No,,,1,3,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Peninsulas,Small city or town,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2313,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,29,25-34 years old,Yes,Yes,bad sidewalks,No,,Has children,Grays Harbor,No,No,,1,1 mile,1,1 mile,Associate's or trade school degree,Female,186.69,2308.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,0.76,No,,,1,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Coast,Small city or town,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2314,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,28,25-34 years old,Yes,Yes,dewatto campground needs restrooms,No,,Has children,Kitsap,No,No,,3,3 miles,,Don't know,High school graduate or equivalent,Male,945.93,2354.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,boating,working on getting license,0.90,No,,,1,3,Rent,Don't know,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Peninsulas,Small city or town,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2315,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,46,45-54 years old,Yes,Yes,baseball and softball fields/ facilities are run down / lighting and the fencing,No,,Has children,Grays Harbor,No,No,,1,1 mile,1,1 mile,Professional or doctorate degree,Female,157.67,2309.00,"$75,000 or more",110010000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,101000001000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100000000001000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.64,Yes,swimming,its a great distance,1,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Coast,Rural area not on a farm or ranch,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2316,1010100,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,66,65 years old or older,Yes,Yes,bathrooms smelly,No,,Does not have children,King,,No,,0,Less than 1 mile,1,1 mile,"Some college or trade school, no degree",Female,4779.52,2327.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,fishing,no time,0.97,No,,,,1,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,9,Nine,King/Seattle,Large city or urban area,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,Yes,"wetland behind house, hiking walking observing",,,,,,,
2317,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,37,35-44 years old,Yes,Yes,baseball facilities,No,,Has children,Grays Harbor,No,Yes,,7,6-10 miles,7,6-10 miles,High school graduate or equivalent,Male,324.17,2310.00,"$75,000 or more",1001110010010000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100000001000000010,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,Yes,hiking,no areas in the west,1.31,No,,,2,4,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Ten,The Coast,Small city or town,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,Yes,walking,,,,,,,
2318,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,47,45-54 years old,No,Yes,baseball fields don't hold up because we have a lot of rain; basically have just the school for outdoor activities,No,,Has children,Pacific,No,No,,2,2 miles,2,2 miles,High school graduate or equivalent,Male,165.98,2311.00,"$75,000 or more",1011111110011101010,Checked,Not checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,100110111101001100,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,10001001101000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,No,,,0.67,Yes,"most of them, especially golf","no time, weather",4,6,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,8,Eight,The Coast,Rural area not on a farm or ranch,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,Yes,"the bay area, clamming, hiking",,,,,,,
2319,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,32,25-34 years old,Yes,Yes,"basketball nets are falling apart, ground maintainance, volleyball courts need clean up, lights need replacing",No,,Has children,Pierce,Yes,No,11,2,2 miles,3,3 miles,Bachelor's degree,Female,2833.07,2312.00,"$50,000-$74,999",11101111101110010,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,10111100001100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,111010101011100000,Not checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,Yes,snowboarding and skiing,no time and knee injury,0.71,No,,,4,6,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,5,Five,South West,Rural area not on a farm or ranch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,10100,Checked,Not checked,Checked,Not checked,Not checked,Yes,photographing,,,,,,,
2320,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,61,55-64 years old,Yes,Yes,"bathroom facilities are filthy, can't even go in it's so bad",No,,Does not have children,Lincoln,,Yes,,5,5 miles,1,1 mile,"Some college or trade school, no degree",Female,242.69,2313.00,"$25,000-$34,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,riding our horses to town,just had surgeries,0.57,Yes,everything!,health,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Seven,Columbia Plateau,Rural area on a farm or ranch,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,Yes,went and watched the ducks,,,,,,,
2321,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,29,25-34 years old,Yes,Yes,cleaner parks,No,,Has children,Benton,No,No,,0,Less than 1 mile,1,1 mile,Bachelor's degree,Female,889.61,2339.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,0.69,No,,,1,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South Central,Small city or town,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2322,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,35,35-44 years old,Yes,Yes,bathrooms,No,,Has children,Whitman,No,No,,3,3 miles,3,3 miles,Professional or doctorate degree,Female,90.65,2314.00,"$75,000 or more",101000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,10001000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,Yes,boating,better place in another state,0.47,No,,,2,4,Rent,"Yes, ALL of them",,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Rural area not on a farm or ranch,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2323,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,64,55-64 years old,Yes,Yes,bathrooms,No,,Does not have children,Snohomish,,Yes,,1,1 mile,20,16-20 miles,Associate's or trade school degree,Female,1278.64,2315.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.57,Yes,sky diving,my age,,3,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Small city or town,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2324,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,67,65 years old or older,Yes,Yes,bathrooms,No,,Does not have children,Grays Harbor,,Yes,,1,1 mile,0,Less than 1 mile,"Some college or trade school, no degree",Female,277.65,2316.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,golf,not any public courses,1.13,Yes,walk better,streets too small,,1,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,9,Nine,The Coast,Rural area not on a farm or ranch,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,reservior,,,,,,,
2325,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,60,55-64 years old,Yes,Yes,bathrooms,No,,Has children,Whatcom,Yes,No,285,1,1 mile,2,2 miles,Bachelor's degree,Female,1278.64,2317.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,0.57,Yes,walking,time,7,4,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Small city or town,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
